FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,1,E38000246,NHS Surrey Heartlands CCG,Number of maternities,2267
2020/2021,1,E38000246,NHS Surrey Heartlands CCG,Women known to be non-smokers at time of delivery,2124
2020/2021,1,E38000246,NHS Surrey Heartlands CCG,Women known to be smokers at time of delivery,138
2020/2021,1,E38000246,NHS Surrey Heartlands CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,1,E38000021,NHS Brighton and Hove CCG,Number of maternities,594
2020/2021,1,E38000021,NHS Brighton and Hove CCG,Women known to be non-smokers at time of delivery,555
2020/2021,1,E38000021,NHS Brighton and Hove CCG,Women known to be smokers at time of delivery,31
2020/2021,1,E38000021,NHS Brighton and Hove CCG,Women whose smoking status was not known at time of delivery,8
2020/2021,1,E38000235,NHS East Sussex CCG,Number of maternities,1087
2020/2021,1,E38000235,NHS East Sussex CCG,Women known to be non-smokers at time of delivery,954
2020/2021,1,E38000235,NHS East Sussex CCG,Women known to be smokers at time of delivery,128
2020/2021,1,E38000235,NHS East Sussex CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,1,E38000248,NHS West Sussex CCG,Number of maternities,1930
2020/2021,1,E38000248,NHS West Sussex CCG,Women known to be non-smokers at time of delivery,1738
2020/2021,1,E38000248,NHS West Sussex CCG,Women known to be smokers at time of delivery,148
2020/2021,1,E38000248,NHS West Sussex CCG,Women whose smoking status was not known at time of delivery,44
2020/2021,1,E38000089,NHS Kernow CCG,Number of maternities,1123
2020/2021,1,E38000089,NHS Kernow CCG,Women known to be non-smokers at time of delivery,960
2020/2021,1,E38000089,NHS Kernow CCG,Women known to be smokers at time of delivery,162
2020/2021,1,E38000089,NHS Kernow CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000230,NHS Devon CCG,Number of maternities,2380
2020/2021,1,E38000230,NHS Devon CCG,Women known to be non-smokers at time of delivery,2061
2020/2021,1,E38000230,NHS Devon CCG,Women known to be smokers at time of delivery,223
2020/2021,1,E38000230,NHS Devon CCG,Women whose smoking status was not known at time of delivery,96
2020/2021,1,E38000150,NHS Somerset CCG,Number of maternities,1206
2020/2021,1,E38000150,NHS Somerset CCG,Women known to be non-smokers at time of delivery,1063
2020/2021,1,E38000150,NHS Somerset CCG,Women known to be smokers at time of delivery,139
2020/2021,1,E38000150,NHS Somerset CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,1,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Number of maternities,2408
2020/2021,1,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be non-smokers at time of delivery,2191
2020/2021,1,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be smokers at time of delivery,216
2020/2021,1,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Number of maternities,2008
2020/2021,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be non-smokers at time of delivery,1850
2020/2021,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be smokers at time of delivery,158
2020/2021,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000045,NHS Dorset CCG,Number of maternities,1549
2020/2021,1,E38000045,NHS Dorset CCG,Women known to be non-smokers at time of delivery,1370
2020/2021,1,E38000045,NHS Dorset CCG,Women known to be smokers at time of delivery,158
2020/2021,1,E38000045,NHS Dorset CCG,Women whose smoking status was not known at time of delivery,21
2020/2021,1,E38000062,NHS Gloucestershire CCG,Number of maternities,1385
2020/2021,1,E38000062,NHS Gloucestershire CCG,Women known to be non-smokers at time of delivery,1240
2020/2021,1,E38000062,NHS Gloucestershire CCG,Women known to be smokers at time of delivery,145
2020/2021,1,E38000062,NHS Gloucestershire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000026,NHS Cambridgeshire and Peterborough CCG,Number of maternities,2256
2020/2021,1,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be non-smokers at time of delivery,1896
2020/2021,1,E38000026,NHS Cambridgeshire and Peterborough CCG,Women known to be smokers at time of delivery,253
2020/2021,1,E38000026,NHS Cambridgeshire and Peterborough CCG,Women whose smoking status was not known at time of delivery,107
2020/2021,1,E38000239,NHS Norfolk and Waveney CCG,Number of maternities,2110
2020/2021,1,E38000239,NHS Norfolk and Waveney CCG,Women known to be non-smokers at time of delivery,1809
2020/2021,1,E38000239,NHS Norfolk and Waveney CCG,Women known to be smokers at time of delivery,291
2020/2021,1,E38000239,NHS Norfolk and Waveney CCG,Women whose smoking status was not known at time of delivery,10
2020/2021,1,E38000086,NHS Ipswich and East Suffolk CCG,Number of maternities,812
2020/2021,1,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be non-smokers at time of delivery,774
2020/2021,1,E38000086,NHS Ipswich and East Suffolk CCG,Women known to be smokers at time of delivery,36
2020/2021,1,E38000086,NHS Ipswich and East Suffolk CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,1,E38000117,NHS North East Essex CCG,Number of maternities,812
2020/2021,1,E38000117,NHS North East Essex CCG,Women known to be non-smokers at time of delivery,701
2020/2021,1,E38000117,NHS North East Essex CCG,Women known to be smokers at time of delivery,110
2020/2021,1,E38000117,NHS North East Essex CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,1,E38000204,NHS West Suffolk CCG,Number of maternities,524
2020/2021,1,E38000204,NHS West Suffolk CCG,Women known to be non-smokers at time of delivery,430
2020/2021,1,E38000204,NHS West Suffolk CCG,Women known to be smokers at time of delivery,54
2020/2021,1,E38000204,NHS West Suffolk CCG,Women whose smoking status was not known at time of delivery,40
2020/2021,1,E38000010,NHS Bedfordshire CCG,Number of maternities,963
2020/2021,1,E38000010,NHS Bedfordshire CCG,Women known to be non-smokers at time of delivery,858
2020/2021,1,E38000010,NHS Bedfordshire CCG,Women known to be smokers at time of delivery,70
2020/2021,1,E38000010,NHS Bedfordshire CCG,Women whose smoking status was not known at time of delivery,35
2020/2021,1,E38000102,NHS Luton CCG,Number of maternities,759
2020/2021,1,E38000102,NHS Luton CCG,Women known to be non-smokers at time of delivery,692
2020/2021,1,E38000102,NHS Luton CCG,Women known to be smokers at time of delivery,67
2020/2021,1,E38000102,NHS Luton CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000107,NHS Milton Keynes CCG,Number of maternities,737
2020/2021,1,E38000107,NHS Milton Keynes CCG,Women known to be non-smokers at time of delivery,510
2020/2021,1,E38000107,NHS Milton Keynes CCG,Women known to be smokers at time of delivery,73
2020/2021,1,E38000107,NHS Milton Keynes CCG,Women whose smoking status was not known at time of delivery,154
2020/2021,1,E38000049,NHS East and North Hertfordshire CCG,Number of maternities,1412
2020/2021,1,E38000049,NHS East and North Hertfordshire CCG,Women known to be non-smokers at time of delivery,1277
2020/2021,1,E38000049,NHS East and North Hertfordshire CCG,Women known to be smokers at time of delivery,122
2020/2021,1,E38000049,NHS East and North Hertfordshire CCG,Women whose smoking status was not known at time of delivery,13
2020/2021,1,E38000079,NHS Herts Valleys CCG,Number of maternities,1506
2020/2021,1,E38000079,NHS Herts Valleys CCG,Women known to be non-smokers at time of delivery,1424
2020/2021,1,E38000079,NHS Herts Valleys CCG,Women known to be smokers at time of delivery,76
2020/2021,1,E38000079,NHS Herts Valleys CCG,Women whose smoking status was not known at time of delivery,6
2020/2021,1,E38000197,NHS West Essex CCG,Number of maternities,660
2020/2021,1,E38000197,NHS West Essex CCG,Women known to be non-smokers at time of delivery,564
2020/2021,1,E38000197,NHS West Essex CCG,Women known to be smokers at time of delivery,74
2020/2021,1,E38000197,NHS West Essex CCG,Women whose smoking status was not known at time of delivery,22
2020/2021,1,E38000007,NHS Basildon and Brentwood CCG,Number of maternities,697
2020/2021,1,E38000007,NHS Basildon and Brentwood CCG,Women known to be non-smokers at time of delivery,605
2020/2021,1,E38000007,NHS Basildon and Brentwood CCG,Women known to be smokers at time of delivery,92
2020/2021,1,E38000007,NHS Basildon and Brentwood CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000030,NHS Castle Point and Rochford CCG,Number of maternities,392
2020/2021,1,E38000030,NHS Castle Point and Rochford CCG,Women known to be non-smokers at time of delivery,354
2020/2021,1,E38000030,NHS Castle Point and Rochford CCG,Women known to be smokers at time of delivery,28
2020/2021,1,E38000030,NHS Castle Point and Rochford CCG,Women whose smoking status was not known at time of delivery,10
2020/2021,1,E38000106,NHS Mid Essex CCG,Number of maternities,873
2020/2021,1,E38000106,NHS Mid Essex CCG,Women known to be non-smokers at time of delivery,767
2020/2021,1,E38000106,NHS Mid Essex CCG,Women known to be smokers at time of delivery,49
2020/2021,1,E38000106,NHS Mid Essex CCG,Women whose smoking status was not known at time of delivery,57
2020/2021,1,E38000168,NHS Southend CCG,Number of maternities,478
2020/2021,1,E38000168,NHS Southend CCG,Women known to be non-smokers at time of delivery,424
2020/2021,1,E38000168,NHS Southend CCG,Women known to be smokers at time of delivery,39
2020/2021,1,E38000168,NHS Southend CCG,Women whose smoking status was not known at time of delivery,15
2020/2021,1,E38000185,NHS Thurrock CCG,Number of maternities,431
2020/2021,1,E38000185,NHS Thurrock CCG,Women known to be non-smokers at time of delivery,384
2020/2021,1,E38000185,NHS Thurrock CCG,Women known to be smokers at time of delivery,47
2020/2021,1,E38000185,NHS Thurrock CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000028,NHS Cannock Chase CCG,Number of maternities,324
2020/2021,1,E38000028,NHS Cannock Chase CCG,Women known to be non-smokers at time of delivery,278
2020/2021,1,E38000028,NHS Cannock Chase CCG,Women known to be smokers at time of delivery,40
2020/2021,1,E38000028,NHS Cannock Chase CCG,Women whose smoking status was not known at time of delivery,6
2020/2021,1,E38000053,NHS East Staffordshire CCG,Number of maternities,348
2020/2021,1,E38000053,NHS East Staffordshire CCG,Women known to be non-smokers at time of delivery,316
2020/2021,1,E38000053,NHS East Staffordshire CCG,Women known to be smokers at time of delivery,32
2020/2021,1,E38000053,NHS East Staffordshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,1,E38000126,NHS North Staffordshire CCG,Number of maternities,472
2020/2021,1,E38000126,NHS North Staffordshire CCG,Women known to be non-smokers at time of delivery,411
2020/2021,1,E38000126,NHS North Staffordshire CCG,Women known to be smokers at time of delivery,55
2020/2021,1,E38000126,NHS North Staffordshire CCG,Women whose smoking status was not known at time of delivery,6
2020/2021,1,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Number of maternities,462
2020/2021,1,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women known to be non-smokers at time of delivery,410
2020/2021,1,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women known to be smokers at time of delivery,49
2020/2021,1,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,1,E38000173,NHS Stafford and Surrounds CCG,Number of maternities,290
2020/2021,1,E38000173,NHS Stafford and Surrounds CCG,Women known to be non-smokers at time of delivery,261
2020/2021,1,E38000173,NHS Stafford and Surrounds CCG,Women known to be smokers at time of delivery,25
2020/2021,1,E38000173,NHS Stafford and Surrounds CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,1,E38000175,NHS Stoke on Trent CCG,Number of maternities,757
2020/2021,1,E38000175,NHS Stoke on Trent CCG,Women known to be non-smokers at time of delivery,613
2020/2021,1,E38000175,NHS Stoke on Trent CCG,Women known to be smokers at time of delivery,136
2020/2021,1,E38000175,NHS Stoke on Trent CCG,Women whose smoking status was not known at time of delivery,8
