QS_id,QS_statement_id,measure_text,measure_type,measure_number,QS_measure_id,measure_number,Numerator,Denominator
10,10.4,Proportion of attendances of people with stable COPD and exercise limitation due to breathlessness that result in the person completing a pulmonary rehabilitation programme.,Process,21,10.4.P3,3,The number in the denominator that result in the person completing a pulmonary rehabilitation programme.,The number of attendances of people with stable COPD and exercise limitation due to breathlessness at pulmonary rehabilitation programmes.
10,10.4,Hospital admissions for acute exacerbation.,Outcome,22,10.4.O1,1,,
10,10.4,Quality of life.,Outcome,23,10.4.O2,2,,
10,10.4,Exercise capacity.,Outcome,24,10.4.O3,3,,
10,10.4,GP attendances.,Outcome,25,10.4.O4,4,,
10,10.5,Evidence of local arrangements and written clinical protocols to ensure that people with COPD admitted to hospital for an acute exacerbation start a pulmonary rehabilitation programme within 4 weeks of discharge.,Structure,26,10.5.S1,1,,
10,10.5,Proportion of people discharged from hospital after an acute exacerbation of COPD who start a pulmonary rehabilitation programme within 4 weeks of discharge.,Process,27,10.5.P1,1,The number in the denominator who start a pulmonary rehabilitation programme within 4 weeks of discharge.,The number of people discharged from hospital after an acute exacerbation of COPD.
10,10.5,Hospital admissions for acute exacerbations.,Outcome,28,10.5.O1,1,,
10,10.5,Quality of life.,Outcome,29,10.5.O2,2,,
10,10.5,Exercise capacity.,Outcome,30,10.5.O3,3,,
10,10.6,Evidence of local arrangements and written clinical protocols to ensure that people receiving emergency oxygen for an acute exacerbation of COPD have their oxygen saturation levels maintained between 88% and 92%.,Structure,31,10.6.S1,1,,
10,10.6,Proportion of people receiving emergency oxygen for an acute exacerbation of COPD who have their oxygen saturation levels maintained between 88% and 92%.,Process,32,10.6.P1,1,The number in the denominator whose oxygen saturation levels are maintained between 88% and 92%.,The number of people with an acute exacerbation of COPD receiving emergency oxygen.
10,10.6,Frequency of non?invasive ventilation due to oxygen toxicity.,Outcome,33,10.6.O1,1,,
10,10.6,Morbidity rates.,Outcome,34,10.6.O2,2,,
10,10.7,Evidence of local arrangements to ensure that people with an acute exacerbation of COPD and persistent acidotic hypercapnic ventilatory failure that is not improving after 1 hour of optimal medical treatment have non?invasive ventilation.,Structure,35,10.7.S1,1,,
10,10.7,Proportion of people with an exacerbation of COPD and persistent acidotic hypercapnic ventilatory failure that is not improving after 1 hour of optimal medical treatment who have non?invasive ventilation.,Process,36,10.7.P1,1,The number in the denominator who have non?invasive ventilation.,The number of people with an acute exacerbation of COPD and persistent acidotic hypercapnic ventilatory failure that is not improving after 1 hour of optimal medical therapy.
10,10.7,Mortality rates.,Outcome,37,10.7.O1,1,,
11,11.1,"Evidence of local arrangements to ensure that alcohol awareness training that promotes respectful, non-judgmental care is delivered to all health and social care staff who potentially work with patients or service users who misuse alcohol.",Structure,1,11.1.S1,1,,
11,11.1,"Evidence of local arrangements to ensure that local patient and service user feedback, in the form of surveys and complaints, is collected, analysed and acted upon within all health and social care settings.",Structure,2,11.1.S2,2,,
11,11.1,"Proportion of health and social care staff potentially working with patients or service users who misuse alcohol, who have successfully completed alcohol awareness training that romotes respectful, non-judgmental care of people who misuse alcohol.",Process,3,11.1.P1,1,"The number of people in the denominator completing alcohol awareness training that promotes respectful, non-judgmental care of people who misuse alcohol.",The number of health and social care staff potentially working with patients or service users who misuse alcohol.
11,11.2,Evidence of local arrangements to ensure that healthcare staff opportunistically carry out screening and brief interventions for hazardous and harmful drinking on a routine basis.,Structure,4,11.2.S1,1,,
11,11.2,"Evidence of local arrangements to ensure that social care staff opportunistically carry out screening with people who may be at an increased risk of harm from alcohol and people who have alcohol-related problems, and deliver brief interventions for hazardous and harmful drinking.",Structure,5,11.2.S2,2,,
11,11.2,Evidence of local arrangements within the commissioning framework to ensure that brief interventions are reviewed to ensure effective practice.,Structure,6,11.2.S3,3,,
11,11.2,Proportion of people aged 16 years and over in the locally defined target population who receive alcohol screening.,Process,7,11.2.P1,1,The number of people in the denominator receiving alcohol screening.,The number of people aged 16 years and over in the locally defined target population for alcohol screening.
11,11.2,Proportion of people aged 18 and older identified as hazardous or harmful drinkers who receive structured brief advice.,Process,8,11.2.P2,2,The number of people in the denominator receiving structured brief advice.,The number of people aged 18 and older identified as hazardous or harmful drinkers.
11,11.2,"Proportion of people aged 16 or 17 identified as hazardous or harmful drinkers and people aged 18 and older not responding to structured brief advice for hazardous or harmful drinking, who receive an extended brief intervention.",Process,9,11.2.P3,3,The number of people in the denominator receiving an extended brief intervention.,The number of people aged 16 or 17 identified as hazardous or harmful drinkers and people aged 18 and older not responding to structured brief advice for hazardous or harmful drinking.
11,11.2,Decrease in the quantity and frequency of alcohol consumption in the locally defined target population.,Outcome,10,11.2.O1,1,,
11,11.3,"Evidence of a local needs assessment highlighting gaps in and barriers to accessing specialist alcohol treatment as well as prevalence of alcohol misuse. Estimated burden of alcohol misuse and uptake of specialist treatment should be broken down by key equality groups such as women, people from minority ethnic groups, people who are homeless and people in different age groups.",Structure,11,11.3.S1,1,,
11,11.3,"Evidence of audit of waiting times in specialist alcohol services from initial referral to assessment, assessment to treatment start, and total waiting time from referral to starting treatment.",Structure,12,11.3.S2,2,,
11,11.3,Evidence of local arrangements to ensure effective identification of people who may benefit from specialist assessment or treatment for alcohol misuse.,Structure,13,11.3.S3,3,,
11,11.3,Evidence of the use of a local referral pathway in accordance with NICE public health guidance 24 and NICE clinical guideline 115 to ensure that people who may benefit from specialist assessment or treatment for alcohol misuse are offered referral to specialist alcohol services.,Structure,14,11.3.S4,4,,
11,11.3,Proportion of people meeting NICE guidance criteria for referral to specialist alcohol services who are referred to specialist alcohol services.,Process,15,11.3.P1,1,The number of people in the denominator referred to specialist alcohol services.,The number of people meeting NICE guidance criteria for referral to specialist alcohol services.
